row_index,group,split,device_type
523,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
524,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
525,db-br::o=p(o)(o)ccccn1c2ccc(br)cc2c2cc(br)ccc21,train,OPV
526,db-br::o=p(o)(o)ccccn1c2ccc(br)cc2c2cc(br)ccc21,train,OPV
527,br-2pacz::o=p(o)(o)ccn1c2ccc(br)cc2c2cc(br)ccc21,test,OPV
528,br-2pacz::o=p(o)(o)ccn1c2ccc(br)cc2c2cc(br)ccc21,train,OPV
529,ph-4pacz::o=p(o)(o)ccccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,train,OPV
530,ph-4pacz::o=p(o)(o)ccccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,train,OPV
531,c3f4paptsi::cl[si](cl)(cl)cccn(c1cc(f)c(f)cc1)c1cc(f)c(f)cc1,train,OPV
532,c6f4paptsi::cl[si](cl)(cl)ccccccn(c1cc(f)c(f)cc1)c1cc(f)c(f)cc1,train,OPV
533,c10f4paptsi::cl[si](cl)(cl)ccccccccccn(c1cc(f)c(f)cc1)c1cc(f)c(f)cc1,train,OPV
534,c18f4paptsi::cl[si](cl)(cl)ccccccccccccccccccn(c1cc(f)c(f)cc1)c1cc(f)c(f)cc1,test,OPV
535,3-bpic(i)::o=p(o)(o)cccn1c2ccccc2c2cc3c(cc21)c1ccccc1n3cccp(=o)(o)o,train,OPV
536,3-bpic::o=p(o)(o)cccn1c2ccccc2c2ccc3c4ccccc4n(cccp(=o)(o)o)c3c21,train,OPV
537,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
538,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
539,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
540,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
541,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
542,3-bpic-f::o=p(o)(o)cccn1c2ccc(f)cc2c2ccc3c4cc(f)ccc4n(cccp(=o)(o)o)c3c21,train,OPV
543,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,train,OPV
544,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,test,OPV
545,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,train,OPV
546,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
547,th-cz::o=p(o)(o)ccn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,train,OPV
548,th-cz::o=p(o)(o)ccn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,test,OPV
549,ph-cz::o=p(o)(o)ccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,train,OPV
550,m-phpacz::coc1cccc(-c2ccc3c(c2)c2ccc(-c4cccc(oc)c4)cc2n3ccp(=o)(o)o)c1,train,OPV
551,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
552,th-cz::o=p(o)(o)ccn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,train,OPV
553,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
554,th-cz::o=p(o)(o)ccn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,train,OPV
555,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
556,th-cz::o=p(o)(o)ccn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,train,OPV
557,th-cz::o=p(o)(o)ccn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,train,OPV
558,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
559,th-cz::o=p(o)(o)ccn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,test,OPV
560,meo-4pacz::coc1ccc2c(c1)c1ccc(oc)cc1n2ccccp(=o)(o)o,train,OPV
561,meof-4pacz::coc1ccc2c3cc(f)ccc3n(ccccp(=o)(o)o)c2c1,train,OPV
562,f-4pacz::o=p(o)(o)ccccn1c2ccc(f)cc2c2ccc(f)cc21,train,OPV
563,f-4pacz::o=p(o)(o)ccccn1c2ccc(f)cc2c2ccc(f)cc21,train,OPV
564,f-4pacz::o=p(o)(o)ccccn1c2ccc(f)cc2c2ccc(f)cc21,train,OPV
565,f-4pacz::o=p(o)(o)ccccn1c2ccc(f)cc2c2ccc(f)cc21,train,OPV
566,f-4pacz::o=p(o)(o)ccccn1c2ccc(f)cc2c2ccc(f)cc21,train,OPV
567,meof-4pacz::coc1ccc2c3cc(f)ccc3n(ccccp(=o)(o)o)c2c1,train,OPV
568,meof-4pacz::coc1ccc2c3cc(f)ccc3n(ccccp(=o)(o)o)c2c1,test,OPV
569,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,test,OPV
570,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
571,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
572,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
573,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
574,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
575,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
576,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,test,OPV
577,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
578,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
579,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
580,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
581,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
582,jj36::o=p(o)(o)ccccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
583,meo-2pacz::coc1ccc2c(c1)c1ccc(oc)cc1n2ccp(=o)(o)o,test,OPV
584,cbzc4::cc(c)(c)c1ccc2c(c1)c1ccc(c(c)(c)c)cc1n2ccccp(=o)(o)o,train,OPV
585,cbzc2::cc(c)(c)c1ccc2c(c1)c1ccc(c(c)(c)c)cc1n2ccp(=o)(o)o,train,OPV
586,meo-2pacz::coc1=cc2=c(c=c1)n(c3=c2c=c(c=c3)oc)ccp(=o)(o)o,train,OPV
587,br-2epse::o=p(o)(o)ccn1c2ccc(br)cc2[se]c2cc(br)ccc21,train,OPV
588,4pacz::o=p(o)(o)ccccn1c2ccccc2c2ccccc21,test,OPV
589,p-4pacz::o=p(o)(o)ccccn1c2ccccc2c2cc(-c3ccccc3)ccc21,train,OPV
590,4pacz::o=p(o)(o)ccccn1c2ccccc2c2ccccc21,test,OPV
591,p-4pacz::o=p(o)(o)ccccn1c2ccccc2c2cc(-c3ccccc3)ccc21,train,OPV
592,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
593,4pacz::o=p(o)(o)ccccn1c2ccccc2c2ccccc21,train,OPV
594,p-4pacz::o=p(o)(o)ccccn1c2ccccc2c2cc(-c3ccccc3)ccc21,test,OPV
595,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
596,4pacz::o=p(o)(o)ccccn1c2ccccc2c2ccccc21,train,OPV
597,p-4pacz::o=p(o)(o)ccccn1c2ccccc2c2cc(-c3ccccc3)ccc21,train,OPV
598,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
599,6c2a::c1(c(c2(c(=c(c1(c2(cl)cl)cl)cl)cl)cl)c(=o)o)c(=o)o,train,OPV
600,6c2a::c1(c(c2(c(=c(c1(c2(cl)cl)cl)cl)cl)cl)c(=o)o)c(=o)o,train,OPV
601,me-4pacz::cc1ccc2c(c1)c1ccc(c)cc1n2ccccp(=o)(o)o,train,OPV
602,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
603,3fmbpa::o=p(o)(o)cc1ccc(c(f)(f)f)cc1,train,OPV
604,brdecz::coc1ccc(-c2ccc3c4cc(br)ccc4n(ccp(=o)(o)o)c3c2)cc1oc,test,OPV
605,decz::coc1ccc(-c2ccc3c(c2)c2ccc(-c4ccc(oc)c(oc)c4)cc2n3ccp(=o)(o)o)cc1oc,train,OPV
606,brcz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
607,brdecz::coc1ccc(-c2ccc3c4cc(br)ccc4n(ccp(=o)(o)o)c3c2)cc1oc,train,OPV
608,decz::coc1ccc(-c2ccc3c(c2)c2ccc(-c4ccc(oc)c(oc)c4)cc2n3ccp(=o)(o)o)cc1oc,train,OPV
609,brcz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
610,brdecz::coc1ccc(-c2ccc3c4cc(br)ccc4n(ccp(=o)(o)o)c3c2)cc1oc,train,OPV
611,decz::coc1ccc(-c2ccc3c(c2)c2ccc(-c4ccc(oc)c(oc)c4)cc2n3ccp(=o)(o)o)cc1oc,train,OPV
612,brcz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
613,brdecz::coc1ccc(-c2ccc3c4cc(br)ccc4n(ccp(=o)(o)o)c3c2)cc1oc,train,OPV
614,decz::coc1ccc(-c2ccc3c(c2)c2ccc(-c4ccc(oc)c(oc)c4)cc2n3ccp(=o)(o)o)cc1oc,train,OPV
615,brcz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
616,c3-sam::nccc(=o)o,test,OPV
617,f5bpa::o=p(o)(o)cc1=c(f)c(f)=c(f)c(f)=c1f,train,OPV
618,fopa::o=p(o)(o)cc(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)f,train,OPV
619,ba::o=c(o)c1ccccc1,train,OPV
620,bba::o=c(o)c1ccc(br)cc1,train,OPV
621,cba::o=c(o)c1ccc(cl)cc1,train,OPV
622,fba::o=c(o)c1ccc(f)cc1,train,OPV
623,ppa::o=p(o)(o)c1ccccc1,train,OPV
624,bpa::o=p(o)(o)c1ccc(br)cc1,train,OPV
625,cpa::o=p(o)(o)c1ccc(cl)cc1,train,OPV
626,ba::o=c(o)c1ccccc1,train,OPV
627,bba::o=c(o)c1ccc(br)cc1,train,OPV
628,cba::o=c(o)c1ccc(cl)cc1,train,OPV
629,fba::o=c(o)c1ccc(f)cc1,train,OPV
630,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
631,br-2pacz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
632,"4-((1,3-dioxo-1,3-dihydro-2h-inden-2-ylidene)methyl)benzoic acid::o=c(o)c1ccc(c=c2c(=o)c3ccccc3c2=o)cc1",train,OPV
633,(e)-4-((3-ethyl-4-oxo-2-thioxothiazolidin-5-ylidene)methyl)benzoic acid::ccn1c(=s)sc(=cc2ccc(c(=o)o)cc2)c1=o,train,OPV
634,(e)-4-((2-(dicyanomethylene)-3-ethyl-4-oxothiazolidin-5-ylidene)methyl)benzoic acid::ccn1c(=c(c#n)c#n)sc(=cc2ccc(c(=o)o)cc2)c1=o,train,OPV
635,"4-((1,3-dioxo-1,3-dihydro-2h-inden-2-ylidene)methyl)benzoic acid::o=c(o)c1ccc(c=c2c(=o)c3ccccc3c2=o)cc1",test,OPV
636,"4-((1,3-dioxo-1,3-dihydro-2h-inden-2-ylidene)methyl)benzoic acid::o=c(o)c1ccc(c=c2c(=o)c3ccccc3c2=o)cc1",train,OPV
637,c3-sam::nccc(=o)o,train,OPV
638,aba::nc1=cc=c(c=c1)c(=o)o,train,OPV
639,moba::coc1=cc=c(c=c1)c(=o)o,train,OPV
640,aptes::cco[si](cccn)(occ)occ,train,OPV
641,cf3ba::c1=cc(=cc=c1c(=o)o)c(f)(f)f,train,OPV
642,och3ba::coc1=cc=c(c=c1)c(o)=o,train,OPV
643,ser::nc(co)c(=o)o,train,OPV
644,ser::nc(co)c(=o)o,train,OPV
645,ser::nc(co)c(=o)o,train,OPV
646,ser::nc(co)c(=o)o,train,OPV
647,pei::c1cn1,train,OPV
648,paa::c=ccn,train,OPV
649,lys::ncccc[c@h](n)c(=o)o,train,OPV
650,arg::n[c@@h](cccnc(n)=n)c(=o)o,train,OPV
651,bcbbr-c4pa::o=p(o)(o)ccccn1c2ccc(br)cc2c2c3ccccc3ccc21,train,OPV
652,bcbbr-c4pa::o=p(o)(o)ccccn1c2ccc(br)cc2c2c3ccccc3ccc21,test,OPV
653,bcbbr-c4pa::o=p(o)(o)ccccn1c2ccc(br)cc2c2c3ccccc3ccc21,test,OPV
654,bcbbr-c4pa::o=p(o)(o)ccccn1c2ccc(br)cc2c2c3ccccc3ccc21,train,OPV
655,cf3ba::o=c(o)c1ccc(c(f)(f)f)cc1,train,OPV
656,och3ba::coc1ccc(c(=o)o)cc1,test,OPV
657,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,test,OPV
658,tt-sam::c1=csc(=c1)c2=cc=c(s2)c3=cc=c(s3)c(=o)o,train,OPV
659,ba-sam::c1=cc=c(c=c1)c(=o)o,train,OPV
660,la-sam::cccccccccccc(=o)o,train,OPV
661,ct17::ccccccoc1ccc(n(c2ccc(occcccc)cc2)c2ccc(-c3cc(c(=o)o)cc(c(=o)o)c3)cc2)cc1,train,OPV
662,ct19::o=c(o)c1ccc(-c2ccc(n(c3ccccc3)c3cccc4ccccc34)cc2)cc1,train,OPV
663,ct21::o=c(o)c1ccc(cc1)c2ccc(n(c3ccccc3)c3cccc(c)c3)cc2,train,OPV
664,ct23::ccccccoc1ccc(n(c2ccc(occcccc)cc2)c3ccc(-c4ccc(c(=o)o)cc4)cc3)cc1,train,OPV
665,open-pcbm::coc(=o)cccc1(c2ccccc2)c23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c613,train,OPV
666,close-c60::c12=c3c4=c5c1=c1c6=c7c2=c2c8=c3c3=c9c4=c4c%10=c5c5=c1c1=c6c6=c%11c7=c2c2=c7c8=c3c3=c8c9=c4c4=c9c%10=c5c5=c1c1=c6c6=c%11c2=c2c7=c3c3=c8c4=c4c9=c5c1=c1c6=c2c3=c41,train,OPV
667,open-pcbm::coc(=o)cccc1(c2ccccc2)c23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c613,train,OPV
668,close-c60::c12=c3c4=c5c1=c1c6=c7c2=c2c8=c3c3=c9c4=c4c%10=c5c5=c1c1=c6c6=c%11c7=c2c2=c7c8=c3c3=c8c9=c4c4=c9c%10=c5c5=c1c1=c6c6=c%11c2=c2c7=c3c3=c8c4=c4c9=c5c1=c1c6=c2c3=c41,train,OPV
669,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
670,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
671,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
672,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
673,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
674,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
675,open-pcbm::coc(=o)cccc1(c2ccccc2)c23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c613,train,OPV
676,close-c60::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c63c1c1ccc(c(=o)o)cc1,train,OPV
677,open-pcbm::coc(=o)cccc1(c2ccccc2)c23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c613,train,OPV
678,close-c60::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c63c1c1ccc(c(=o)o)cc1,train,OPV
679,ba::o=c(o)c1ccccc1,train,OPV
680,4-cba::o=c(o)c1ccc(cl)cc1,train,OPV
681,1-na::o=c(o)c1cccc2ccccc12,train,OPV
682,ppa::o=p(o)(o)c1ccccc1,train,OPV
683,bsa::o=s(=o)(o)c1ccccc1,train,OPV
684,lys::ncccc[c@h](n)c(=o)o,train,OPV
685,catechol c60::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c2c2c4c4c%12c5c6c5c8c9c%10c2c45)c73c1c1ccc(o)c(o)c1,train,OPV
686,fba::c1=cc(=cc=c1c(=o)o)f,train,OPV
687,bba::cc(c)(c)c1=cc=c(c=c1)c(=o)o,train,OPV
688,mba::coc1=cc=c(c=c1)c(=o)o,train,OPV
689,nh2-silane::cco[si](cccn)(occ)occ,train,OPV
690,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
691,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
692,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,test,OPV
693,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
694,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
695,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,test,OPV
696,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
697,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
698,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
699,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
700,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
701,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
